jobTitle,jobClassification,jobSubClassification,advertiserName,companyName,nation,state,city,area,suburb,workType
Bioinformatician (Proteomics) in Computational Functional Genomics,Science & Technology,Biological & Biomedical Sciences,Children's Medical Research Institute,Children's Medical Research Institute,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,westmead,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Modis,,Australia,Western Australia,Perth,,perth,Contract/Temp
Senior Data Scientist,Information & Communication Technology,Engineering - Software,Amplify Partners Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Education & Training,Other,University of Tasmania,University of Tasmania,Australia,Tasmania,Launceston & North East,,launceston,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Fivecast,,Australia,South Australia,Adelaide,,adelaide,Full Time
EOI - Data Scientist,Information & Communication Technology,Developers/Programmers,Hitachi Rail STS Australia Pty Ltd,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Contract/Temp
Data Scientist ,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Temple & Webster Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist/Python Developer,Information & Communication Technology,Developers/Programmers,9epoch,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Quantitative Developer | Financial Services,Information & Communication Technology,Developers/Programmers,Northbridge Recruitment,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist - Actuarial ,Science & Technology,"Mathematics, Statistics & Information Sciences",Deloitte,Deloitte,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist - Actuarial ,Science & Technology,"Mathematics, Statistics & Information Sciences",Deloitte,Deloitte,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Temple & Webster Group,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,PRA,,Australia,Queensland,Brisbane,,,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Bupa,Bupa,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist,Information & Communication Technology,Database Development & Administration,Exclaim IT,,Australia,Queensland,Brisbane,,,Contract/Temp
Data Scientist,Information & Communication Technology,Other,Finite IT Recruitment Solutions,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Senior Data Scientist,Information & Communication Technology,Engineering - Software,Polyglot Group,,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Cognizant Technology Solutions Australia Pty Ltd,Cognizant,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Scientist,Consulting & Strategy,Analysts,FinXL IT Professional Services,,Australia,New South Wales,Sydney,,,Contract/Temp
DATA SCIENTIST,"Mining, Resources & Energy",Analysis & Reporting,Ampol Limited,Ampol Limited,Australia,New South Wales,Sydney,,,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Transurban Ltd,Transurban Group,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist / Quantitative Analyst,Science & Technology,"Mathematics, Statistics & Information Sciences",CoreLogic,CoreLogic,Australia,New South Wales,Sydney,,,Full Time
Data scientist,Information & Communication Technology,Business/Systems Analysts,kadre,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
RESEARCH DATA SCIENTIST,Science & Technology,Other,The University Of Melbourne,University of Melbourne,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Part Time
RESEARCH DATA SCIENTIST,Education & Training,Other,The University Of Melbourne,University of Melbourne,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Part Time
Data Scientist - Financial Services,Information & Communication Technology,Other,MYOB,MYOB,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Geospatial Data Scientist,Information & Communication Technology,Business/Systems Analysts,Fortescue Metals Group Ltd,Fortescue Metals Group,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Galileo Search,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Australia Wide Personnel P/L,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Exploration Data Scientist,"Mining, Resources & Energy",Mining - Exploration & Geoscience,Fosterville Gold Mine Pty Ltd,,Australia,Victoria,"Bendigo, Goldfields & Macedon Ranges",,bendigo,Full Time
Data Scientist- Natural Language Processing (NLP),Information & Communication Technology,Engineering - Software,MANTECH INTERNATIONAL SYSTEMS RECRUITMENT,,Australia,New South Wales,Sydney,,,Full Time
Principal Data Scientist,Information & Communication Technology,Other,Suncorp,Suncorp,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Data#3 People Solutions QLD,Data#3,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Data Scientist - Sydney or Melbourne Location,Healthcare & Medical,Clinical/Medical Research,Virtus Health,Virtus Health,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Visa Solutions,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Architect,Information & Communication Technology,Business/Systems Analysts,Launch Recruitment Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist,Information & Communication Technology,Other,NewyTechPeople,,Australia,New South Wales,"Newcastle, Maitland & Hunter",,newcastle,Full Time
Data Scientist,Information & Communication Technology,Other,Intelligen Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",surryhills,Contract/Temp
Data Scientist,Information & Communication Technology,Consultants,Woolworths Group,Woolworths Group,Australia,New South Wales,Sydney,,bellavista,Full Time
Data Scientist,Information & Communication Technology,Other,Robert Walters,,Australia,New South Wales,Sydney,North Shore & Northern Beaches,,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Saluda Medical,,Australia,New South Wales,Sydney,North Shore & Northern Beaches,artarmon,Full Time
Data Scientist - Data Engineering,Science & Technology,"Mathematics, Statistics & Information Sciences",Galileo Search,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
IT Platform Engineer- Specialisation: Data Scientist,Information & Communication Technology,Product Management & Development,IP Australia,IP Australia,Australia,Australian Capital Territory,ACT,,canberra,Full Time
IT Platform Engineer- Specialisation: Data Scientist,Government & Defence,Government - Federal,IP Australia,IP Australia,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Pricing Advisor / Data Scientist,Insurance & Superannuation,Actuarial,Suncorp,Suncorp,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Galileo Search,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
"Senior Manager, Data Scientist ",Banking & Financial Services,Analysis & Reporting,Randstad - Industrial,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Hallis,,Australia,Queensland,Brisbane,,,Full Time
Data Scientist (Quant Trading Strategies) (Fully Remote),Information & Communication Technology,Engineering - Software,ECO DISTRIBUTION PTY. LTD.,,Australia,Queensland,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Information & Communication Technology,Other,United Super Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Kinetic Logging Services Pty Ltd,,Australia,Western Australia,Perth,Eastern Suburbs,kewdale,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Ericsson,Ericsson,Australia,New South Wales,Sydney,Ryde & Macquarie Park,northryde,Full Time
"Senior Manager, Data Scientist ",Banking & Financial Services,Analysis & Reporting,Randstad - Banking & Finance,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist - Consulting,Information & Communication Technology,Database Development & Administration,The Onset,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Consultants,Ethos BeathChapman,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Western Health,Western Health,Australia,Victoria,Melbourne,Western Suburbs,footscray,Full Time
Advanced Analytics and Data Scientist positions,Information & Communication Technology,Other,Q1 Professional Services,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist / Python Developer,Science & Technology,"Mathematics, Statistics & Information Sciences",Astron Environmental Services,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",eastperth,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Experian Australia Pty Ltd,Experian,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Fundo Loans,,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,rydalmere,Full Time
Junior Data Scientist,Science & Technology,Modelling & Simulation,Correlate Resources,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Junior Data Scientist,Science & Technology,Modelling & Simulation,Correlate Resources,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Insitec Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Analyst / Junior Data Scientist,Information & Communication Technology,Other,Freelancer.com,Freelancer.com,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Graduate Data Scientist | Financial Services,Banking & Financial Services,Analysis & Reporting,Rich Data Corporation,,Australia,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,Full Time
DataOps Engineer,Information & Communication Technology,Consultants,Tamr,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Cloud System Engineer (AWS),Information & Communication Technology,Engineering - Software,Lookahead,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",darlinghurst,Full Time
Data Scientist,Information & Communication Technology,Other,InfoCentric Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Junior Data Scientist - Contract,Information & Communication Technology,Engineering - Software,Talent Insights Group Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",CSL Limited,CSL Limited,Australia,Victoria,Melbourne,CBD & Inner Suburbs,parkville,Full Time
"Developer, Data Scientist",Information & Communication Technology,Developers/Programmers,Federation University Australia,Federation University Australia,Australia,Victoria,Ballarat & Central Highlands,,ballarat,Contract/Temp
"Developer, Data Scientist",Education & Training,Other,Federation University Australia,Federation University Australia,Australia,Victoria,Ballarat & Central Highlands,,ballarat,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Fintech Resources Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Data Mettle,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",MCS Consulting,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Academic Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Endeavour College of Natural Health,Endeavour College of Natural Health,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Academic Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Endeavour College of Natural Health,Endeavour College of Natural Health,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Academic Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Endeavour College of Natural Health,Endeavour College of Natural Health,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Other,Humanised Group,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Engineer,Information & Communication Technology,Other,Humanised Group,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",AGL Energy Ltd,AGL Energy,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Business/Systems Analysts,NTT Ltd,NTT,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
"Data Scientist - Data Analysis, Visualisation, Statistical Modelling - Fed Govt",Information & Communication Technology,Database Development & Administration,HiTech Personnel,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist - Immediate Start 3 Month Contract! Global Brand!,Science & Technology,"Mathematics, Statistics & Information Sciences",Talent Insights Group Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist - 3 Month Contract - Melbourne/Remote,Science & Technology,"Mathematics, Statistics & Information Sciences",Talent Insights Group Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Patterson Cheney Cars and Trucks,,Australia,Victoria,Melbourne,Bayside & South Eastern Suburbs,dandenong,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Aurec,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Senior Data Scientist,Information & Communication Technology,Engineering - Software,NTT Ltd,NTT,Australia,New South Wales,Sydney,,,Full Time
Data Scientist- 18 month FTC,Science & Technology,"Mathematics, Statistics & Information Sciences",CPA Australia,CPA Australia,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Other,Compas Pty Ltd,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Launch Recruitment Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Launch Recruitment Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Full Stack Dev / Data Scientist,Information & Communication Technology,Developers/Programmers,Troocoo,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Data Scientist - $170K,Banking & Financial Services,Analysis & Reporting,Randstad - Banking & Finance,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Database Development & Administration,Talent Insights Group Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Other,Shell Energy,Shell Energy,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Data Scientist,Information & Communication Technology,Consultants,Clarrow Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",The Trade Desk Australia Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Houston We Have Ltd,,Australia,New South Wales,Sydney,North Shore & Northern Beaches,stleonards,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Houston We Have Ltd,,Australia,New South Wales,Sydney,North Shore & Northern Beaches,stleonards,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Bupa,Bupa,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Sr Software Engineer (x2),Information & Communication Technology,Developers/Programmers,Capstone Recruitment Group Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist - Forecasting,Information & Communication Technology,Consultants,WYN&CO Search Recruitment & Payroll,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist,Information & Communication Technology,Business/Systems Analysts,JLL,JLL,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Graduate GIS Data Scientist (9 Months),Science & Technology,"Environmental, Earth & Geosciences",GP One Consulting Pty Ltd,,Australia,South Australia,Adelaide,,adelaide,Full Time
Junior Data Scientist,Information & Communication Technology,Other,Datacom,Datacom,Australia,South Australia,Adelaide,,,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,PRA,,Australia,Queensland,Brisbane,,,Full Time
Associate / Data Scientist,Healthcare & Medical,Pharmaceuticals & Medical Devices,Bayer Australia Limited,Bayer,Australia,New South Wales,Sydney,North Shore & Northern Beaches,,Full Time
Junior Data Scientist,Information & Communication Technology,Other,Datacom,Datacom,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,u&u. Recruitment Partners,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Engineer,Information & Communication Technology,Engineering - Software,Findex,Findex,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Engineer,Information & Communication Technology,Engineering - Software,Findex,Findex,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Engineer,Information & Communication Technology,Engineering - Software,Findex,Findex,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Scientist/Planning and Modelling Analyst,Information & Communication Technology,Consultants,Genesis IT&T P/L,,Australia,New South Wales,Sydney,,,Contract/Temp
Senior/Principal Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Nearmap Australia Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",barangaroo,Full Time
Data Planning and Modelling Analyst ,Information & Communication Technology,Other,Adactin Group Pty. Ltd.,Adactin Group,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Endeavour Programme,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,newstead,Full Time
Data Scientist / Senior Analyst,Consulting & Strategy,Analysts,Deloitte,Deloitte,Australia,New South Wales,Sydney,,,Full Time
Data Scientist - Revenue Strategy,Science & Technology,"Mathematics, Statistics & Information Sciences",Mars Australia,Mars,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Analyst/ Junior Data Scientist,Information & Communication Technology,Other,IAG,IAG,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Analyst/ Junior Data Scientist,Information & Communication Technology,Other,IAG,IAG,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Operations Data Scientist,"Mining, Resources & Energy",Natural Resources & Water,TRILITY Pty Ltd,TRILITY,Australia,South Australia,Adelaide,,adelaide,Full Time
Operations Data Scientist,"Mining, Resources & Energy",Natural Resources & Water,TRILITY Pty Ltd,TRILITY,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Operations Data Scientist,"Mining, Resources & Energy",Natural Resources & Water,TRILITY Pty Ltd,TRILITY,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Operations Data Scientist,"Mining, Resources & Energy",Natural Resources & Water,TRILITY Pty Ltd,TRILITY,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Operations Data Scientist,"Mining, Resources & Energy",Natural Resources & Water,TRILITY Pty Ltd,TRILITY,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Junior Data Scientist,Science & Technology,Modelling & Simulation,Correlate Resources,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Senior Data Scientist x4 ($700-800pd),Consulting & Strategy,Analysts,Correlate Resources,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Engineer,Information & Communication Technology,Engineering - Software,Eclipx Group,Eclipx Group,Australia,New South Wales,Sydney,North Shore & Northern Beaches,stleonards,Full Time
Data Engineering Lead,Information & Communication Technology,Other,Shell Energy,Shell Energy,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Analyst / Data Scientist,Banking & Financial Services,Funds Management,Alexander Funds Management,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist / Snr Data Engineer,Science & Technology,"Mathematics, Statistics & Information Sciences",S2M,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Compare the Market,Compare the Market,Australia,Queensland,Brisbane,CBD & Inner Suburbs,toowong,Full Time
"Manager, Data Science - NLP & ML",Science & Technology,"Mathematics, Statistics & Information Sciences",T+O+M Executive,,Australia,New South Wales,Sydney,,,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Hydrogen Group Pty Ltd,,Australia,New South Wales,Sydney,,,Full Time
Senior Frontend Developer & AI Data Scientist,Information & Communication Technology,Developers/Programmers,Robert Walters,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Senior Data Scientist - $170K,Banking & Financial Services,Analysis & Reporting,Randstad - Banking & Finance,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Quantitative Researcher/Data Scientist- Sports Analytics,Science & Technology,"Mathematics, Statistics & Information Sciences",Identify Talent,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",JDRF,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Frontend Developer & AI Data Scientist,Information & Communication Technology,Developers/Programmers,Robert Walters,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Python / Django Developer,Information & Communication Technology,Developers/Programmers,Global Sustainable Energy Solutions Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",alexandria,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",RACV,RACV,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Data Scientist,Information & Communication Technology,Database Development & Administration,Latitude Financial Services,Latitude Financial Services,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Principal Data Scientist,Information & Communication Technology,Consultants,Shoolin Consultancy,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Resolution Life,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Resolution Life,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist (AWS),Information & Communication Technology,Database Development & Administration,TEKsystems,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Data Scientist,Information & Communication Technology,Business/Systems Analysts,Department of Industry,,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,parramatta,Full Time
Data Scientist,Government & Defence,Government - State,Department of Industry,,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,parramatta,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",TrafficGuard Pty Ltd,,Australia,Western Australia,Perth,Fremantle & Southern Suburbs,bentley,Full Time
Data Scientist ,Information & Communication Technology,Database Development & Administration,Verse Group,,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Scientist with Top Fund Manager,Science & Technology,"Mathematics, Statistics & Information Sciences",Coolabah Capital Investments Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Customer Insights Analyst,Consulting & Strategy,Analysts,Correlate Resources,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Real Estate & Property,Analysts,Kingfisher Recruitment,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Senior Solution Designer (Data Science /Data Analytics),Information & Communication Technology,Architects,Serole Technologies Australia Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist,Information & Communication Technology,Engineering - Software,Downer EDI Limited,Downer,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Fivecast,,Australia,South Australia,Adelaide,,kenttown,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",SEEK Limited,SEEK,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist / Database Engineer,Engineering,Other,University of Western Australia,The University of Western Australia,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Data Scientist,Engineering,Other,Finite IT Recruitment Solutions,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Creative Agricultural Data Scientist,Consulting & Strategy,Analysts,Greenleaf Enterprises,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,eightmileplains,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",yourtown,yourtown,Australia,Queensland,Brisbane,CBD & Inner Suburbs,milton,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Resolution Life,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Azure & DevSecOps Engineer (AKS experienced),Information & Communication Technology,Engineering - Software,Logicore,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Contract/Temp
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",QBE,QBE Insurance,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Modis,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Contract/Temp
Senior Business Analyst - Data Management,Consulting & Strategy,Analysts,RGP,,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Contract/Temp
